+=================================+===============================+================================================================+
| Launch Setup Clock              | Launch Hold Clock             | Pin                                                            |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[26]/R                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[27]/R                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[25]/R                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[28]/R                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/rx_data_buf_reg[2]/CE                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[13]/D                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[21]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[12]/D                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[15]/D                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/func_return_state_reg[5]/CE              |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[10]/D                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[15]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[10]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[10]/D                                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[16]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/FSM_onehot_present_state_reg[1]/D |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[5]/CE                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[19]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[17]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[20]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[18]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[21]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[22]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[24]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[23]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[10]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[11]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[12]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[9]/CE                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[13]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[14]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[15]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[16]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[26]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[27]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[28]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[25]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[9]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[17]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[31]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[29]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[30]/CE                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[8]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_if/FSM_onehot_present_state_reg[3]/D |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_din_reg[2]/D                         |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[11]/D                   |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/fifo_length_reg[20]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/wait_counter_reg[6]/D                    |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/spi_din_reg[6]/D                         |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[11]/D                     |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | p1/debounce_counter_reg[11]/D                                  |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/func_return_state_reg[5]/D               |
| clk_out1_design_4_clk_wiz_0_0_1 | clk_out1_design_4_clk_wiz_0_0 | spi_camera/controller/byte_count_reg[6]/D                      |
